keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
576342343,113541117,"REV Group, Inc.",25,20180731,185952
576346982,28895292,"Tetraphase Pharmaceuticals, Inc.",25,20180803,017350
576347090,249925,Barrick Gold Corporation,25,20180731,002055
576349074,36274487,"IVERIC bio, Inc.",25,20180731,018572
576349126,2831467,Endo Pharmaceuticals Inc.,25,20180801,
576349337,45074853,CBS Interactive Limited,25,20180803,
576349337,225806166,"CBT Sports, LLC",25,20180803,
576351757,598611,Wipro Limited,25,20180804,204867
576355018,313055,Walmart Inc.,25,20180801,011259
576357937,261970466,"Flex Pharma, Inc.",25,20180803,022673
576367295,704674,Glencore plc,25,20180803,267407
576376134,7490049,Renaissance United Limited,25,20180731,222088
576376134,38747284,"Capri Investments, L.L.C.",25,20180731,
576407117,378060,"Rockwell Medical, Inc.",25,20180801,066366
576408478,166762,Unum Group,25,20180804,012726
576409672,881595,Gloucester Coal Ltd.,25,20180803,201113
576409672,34181071,Yancoal Australia Ltd,25,20180803,313077
576433488,2943980,JTC Corporation,25,20180805,
576433488,49857869,PACC Offshore Services Holdings Ltd.,25,20180805,317482
576435442,296642,PLDT Inc.,25,20180806,008544
576458230,877614,V1 Group Limited,25,20180805,209568
576499443,26446,"Chipotle Mexican Grill, Inc.",25,20180806,165914
576513941,333273375,"Cotiviti Holdings, Inc.",25,20180806,027245
576513997,747487,Syngenta AG,25,20180806,241216
576571913,1068777,Fresh Express Incorporated,25,20180806,
576573464,530200224,Sorghum Investment Holdings Limited,25,20180806,
576573791,130367928,"Grupo Aeroméxico, S.A.B. de C.V.",25,20180806,297289
576584087,22637521,Olympus (Shenzhen) Industrial Ltd.,25,20180807,
576646344,1418524,"PolarityTE, Inc.",25,20180807,122916
576648543,700983,Reinhart FoodService L.L.C.,25,20180807,
576648543,30339751,"Markon Cooperative, Inc.",25,20180807,
576649566,427445,"Impinj, Inc.",25,20180807,027387
576696469,35259,Tenneco Inc.,25,20180807,010443
576699105,3184035,"Dominion Energy South Carolina, Inc.",25,20180807,009828
576718111,336774,AstraZeneca PLC,25,20180807,028272
576744577,675577,"Overstock.com, Inc.",25,20180808,147868
576811977,422760,Nielsen Holdings plc,25,20180809,100873
576812009,139813,PG&E Corporation,25,20180808,008264
576812617,36018,United Therapeutics Corporation,25,20180809,121440
576812617,966196,"Watson Laboratories, Inc.",25,20180809,
576861414,526950,"Sinclair Broadcast Group, Inc.",25,20180809,060800
576948152,34536531,Brambles Limited,25,20180810,100461
576963220,1276200,"Zion Oil & Gas, Inc.",25,20180809,163822
576974682,347669,FactSet Research Systems Inc.,25,20180809,063172
576976715,526950,"Sinclair Broadcast Group, Inc.",25,20180809,060800
576977726,256654,BHP Group,25,20180810,013312
577036219,27868,Echelon Corporation,25,20180808,112774
577075299,700565,University of Southern California,25,20180810,
577091059,22247,Oracle Corporation,25,20180810,012142
577091073,27444752,"Tesla, Inc.",25,20180810,184996
577119583,25933,"Altice USA, Inc.",25,20180810,012485
577135777,1233961,"Cemtrex, Inc.",25,20180807,114203
577155753,130995324,GKN Automotive Ltd,25,20180807,
577159479,378060,"Rockwell Medical, Inc.",25,20180807,066366
577177396,683395,Clydesdale Financial Services Ltd.,25,20180810,
577181565,4371233,"Farmers and Merchants Trust Company of Chambersburg, PA",25,20180802,
577182438,10337792,PSL Holdings Limited,25,20180807,248310
577186540,10930215,Keppel Singmarine Pte Ltd.,25,20180808,
577186540,279708348,Viking HVAC Pte Ltd,25,20180808,
577190533,409268,Petróleo Brasileiro S.A. - Petrobras,25,20180730,222111
577190538,4539660,YPF Holdings Inc.,25,20180726,
577190538,49033030,"CLH Holdings, Inc.",25,20180726,
577233718,31654,Millicom International Cellular S.A.,25,20180726,030024
577294471,78750537,Rainy Day Investments Limited,25,20180731,
577296902,3103233,"Baltia Air Lines, Inc.",25,20180731,146567
577297253,22728640,DBS Satellite Services (1998) Ltd.,25,20180801,
577375463,13655439,Cooch and Taylor,25,20180813,
577375463,113670073,Robbins LLP,25,20180813,
577380901,27444752,"Tesla, Inc.",25,20180813,184996
577405892,291703,Newell Brands Inc.,25,20180813,007875
577406007,376921,"Mercury Systems, Inc.",25,20180813,066393
577411318,8983769,Mavenir Systems,25,20180813,015056
577430330,3777940,Rochester Institute of Technology,25,20180808,
577539570,106335,Ford Motor Company,25,20180814,004839
577540038,23943463,"Rimini Street, Inc.",25,20180815,019802
577543355,24545059,Vanda Pharmaceuticals Inc.,25,20180814,166435
577600287,414707666,Adventa Capital Pte Ltd,25,20180815,
577600674,800051,"Hy-Vee, Inc.",25,20180815,
577600684,266767,"Diebold Nixdorf, Incorporated",25,20180815,003946
577610518,100231,AT&T Inc.,25,20180815,009899
577635306,27444752,"Tesla, Inc.",25,20180815,184996
577637930,13610016,Vuzix Corporation,25,20180815,184113
577649740,189426,GenTek Inc.,25,20180815,062865
577649740,998579,Chemtrade Logistics Income Fund,25,20180815,144475
577649740,3721633,Chemtrade Chemicals Corporation,25,20180815,021459
577649740,4576938,Chemtrade Logistics Inc.,25,20180815,
577649740,24917010,Chemtrade Chemicals US LLC,25,20180815,
577649740,165875046,General Chemical LLC,25,20180815,
577649740,429794971,General Chemical Corp.,25,20180815,
577757175,94614,Stryker Corporation,25,20180816,010115
577772437,32607990,Kiri Industries Limited,25,20180816,288678
577773959,13295027,Group Lease Public Company Limited,25,20180816,271104
577805185,539897555,"Funko, Inc.",25,20180817,032528
577874552,314425737,"ELCO Lighting, Inc.",25,20180816,
577876757,9301203,Midas Holdings Limited,25,20180817,270128
577907875,107146021,"JAND, Inc.",25,20180813,
577941033,4222360,"Par Pharmaceutical, Inc.",25,20180817,
577941033,35649399,"Par Sterile Products, LLC",25,20180817,
577942941,253997968,Farmland Partners Inc.,25,20180817,019526
577944498,958188,Civista Bank,25,20180817,
577944498,1016805,"Civista Bancshares, Inc.",25,20180817,021593
577944498,4439738,United Community Bancorp,25,20180817,166747
577944498,6499275,United Community Bank,25,20180817,
577958907,145071401,"Magnolia Medical Technologies, Inc.",25,20180816,
577958907,404116222,"Kurin, Inc.",25,20180816,
577959906,253997968,Farmland Partners Inc.,25,20180814,019526
577963954,528414,Monsanto Company,25,20180814,140760
577975653,11042136,Tencent Holdings Limited,25,20180817,270615
577975653,46642259,"Riot Games, Inc.",25,20180817,
578014418,40675463,"Advanced Voice Recognition Systems, Inc.",25,20180806,177190
578020143,22819442,Australian Executor Trustees Limited,25,20180806,
578022293,778699,Telecom Argentina S.A.,25,20180813,029194
578118242,27713986,Hytera Communications Corporation Limited,25,20180703,297881
578138689,3545150,"Petróleos de Venezuela, S.A.",25,20180820,061535
578160437,11461566,"LogMeIn, Inc.",25,20180820,179666
578160442,64783274,Mary Chia Beauty & Slimming Specialist Pte. Ltd.,25,20180820,
578162236,25304,Scientific Games Corporation,25,20180820,010991
578162236,7756385,"TOVIS Co.,Ltd",25,20180820,286701
578185103,306632341,"Akari Therapeutics, Plc",25,20180820,026204
578235899,253997968,Farmland Partners Inc.,25,20180820,019526
578265038,243515830,Linchpin Capital Pty Limited,25,20180809,
578265038,383992585,Endeavour Securities (Australia) Limited,25,20180809,
578308142,704674,Glencore plc,25,20180821,267407
578315280,877263,Banco Bradesco S.A.,25,20180821,030452
578344832,205233,"MEDNAX, Inc.",25,20180821,061325
578364879,578528951,"Kobeh Valley Ranch, LLC",25,20180821,
578380657,4304095,Alameda-Contra Costa Transit District,25,20180821,
578380659,31167,Masimo Corporation,25,20180821,177881
578440952,49644055,Venture Supply Inc.,25,20180822,
578444418,9708560,AB Vilniaus degtine,25,20180822,213589
578445084,572577901,Pinduoduo Inc.,25,20180822,033861
578459888,253373516,J TRUST ASIA PTE. LTD.,25,20180821,
578463404,1068777,Fresh Express Incorporated,25,20180822,
578536401,112350,International Business Machines Corporation,25,20180822,006066
578577279,528414,Monsanto Company,25,20180822,140760
578580540,22247,Oracle Corporation,25,20180823,012142
578580540,23943463,"Rimini Street, Inc.",25,20180823,019802
578591370,354501,"DePuy Synthes, Inc.",25,20180823,063905
578605206,338966535,Michigan Department of Health and Human Services,25,20180823,
578618158,30485592,Nevro Corp.,25,20180823,021916
578689887,26934853,"Founders Group, Inc.",25,20180823,
578689887,248627119,"Joshua David Mellberg, LLC",25,20180823,
578689887,291542962,"Secure Investment Management, Llc",25,20180823,
578727452,100853038,"Wuttisak Clinic Co., Ltd.",25,20180824,
578728751,30864,Lions Gate Entertainment Corp.,25,20180824,028378
578742757,393488,Zebra Technologies Corporation,25,20180824,024405
578742964,324452,"Omega Healthcare Investors, Inc.",25,20180824,025633
578753049,536805454,FAT Brands Inc.,25,20180825,032592
578755634,118953181,"CV Sciences, Inc.",25,20180825,187711
578770050,683713,ACADIA Pharmaceuticals Inc.,25,20180825,141846
578770121,20765463,"Facebook, Inc.",25,20180825,170617
578770191,291981,"NIKE, Inc.",25,20180825,007906
578789842,27763231,ViacomCBS Inc.,25,20180824,013714
578807632,84650489,"Ampio Pharmaceuticals, Inc.",25,20180825,184465
578808818,145625476,Gogo Inc.,25,20180825,170384
578829158,107792708,Amana Cooperative Insurance Company,25,20180726,294887
578856141,30198983,"New England Confectionery Company, Inc.",25,20180731,
578856167,270855824,SLS Hotel South Beach,25,20180731,
578924593,4278213,United States Olympic Committee,25,20180827,
578924593,537604370,USA Taekwondo Inc.,25,20180827,
578931685,2381717,"Lannett Company, Inc.",25,20180827,022632
578938556,427445,"Impinj, Inc.",25,20180828,027387
578945477,877955,Ceapro Inc.,25,20180827,105830
578946147,114934392,Database101.com,25,20180827,
578962982,39129528,Bathurst Resources Limited,25,20180820,288028
579112656,94266,Radisys Corporation,25,20180828,061439
579113314,299640,Reebok International Ltd.,25,20180828,009004
579113314,108717962,"CrossFit, Inc.",25,20180828,
579118372,24568,"Align Technology, Inc.",25,20180828,141384
579126968,3128005,Columbia University,25,20180828,
579130262,9831178,B Communications Ltd,25,20180828,178741
579184820,387568,Envision Healthcare Corporation,25,20180828,065967
579185754,264625,Purdue Pharma L.P.,25,20180828,
579189742,28240761,"China Biologic Products Holdings, Inc.",25,20180828,175079
579204089,876653,Taseko Mines Limited,25,20180828,025092
579231414,129852091,Enzymatica AB,25,20180829,298103
579258480,261738,Cleveland-Cliffs Inc.,25,20180829,003107
579295159,5885178,Nichia Corporation,25,20180829,
579339468,205233,"MEDNAX, Inc.",25,20180829,061325
579339582,190489,Tribune Media Company,25,20180829,010726
579411887,24937,Apple Inc.,25,20180830,001690
579411887,29096,Alphabet Inc.,25,20180830,160329
579411887,20765463,"Facebook, Inc.",25,20180830,170617
579411887,35962803,"Twitter, Inc.",25,20180830,018872
579411887,99153859,"Instagram, LLC",25,20180830,
579430537,405483,Plug Power Inc.,25,20180830,125604
579462955,11461566,"LogMeIn, Inc.",25,20180830,179666
579463725,325388,"Papa John's International, Inc.",25,20180830,028397
579503185,874528,"Sumitomo Metal Mining Co., Ltd.",25,20180831,100145
579503185,91866818,"NEXFIL Co.,Ltd",25,20180831,
579584452,302151977,"Alarm.com Holdings, Inc.",25,20180831,024135
579586840,4567986,Aimia Inc.,25,20180831,164169
579594984,25227117,Olympic Entertainment Group AS,25,20180831,279455
579603298,390918,Banco BBVA Argentina S.A.,25,20180831,029286
579611229,27763231,ViacomCBS Inc.,25,20180831,013714
579631178,262075861,Pool Safe Inc.,25,20180831,
579646255,6940851,"Aon Hewitt Investment Consulting, Inc.",25,20180830,
579646255,433894504,Alight Solutions LLC,25,20180830,
579646304,113541117,"REV Group, Inc.",25,20180831,185952
579725231,875015,Fisher & Paykel Healthcare Corporation Limited,25,20180902,101256
579776406,420380801,"Shanghai Dafeng Asset Management Co., Ltd.",25,20180830,
579815266,578856289,Bistroamericana (BB) Sdn. Bhd. Malaysia,25,20180830,
579851759,344297479,Angeion Group Pty Limited,25,20180903,
579856002,235429295,Safestyle UK plc,25,20180903,316900
579856002,587757957,NIAMAC Developments Ltd,25,20180903,
579857685,393269,Westpac Banking Corporation,25,20180904,015362
579908341,4233505,PHH Corporation,25,20180904,008240
579908341,26879202,Realogy Holdings Corp.,25,20180904,174022
579928951,21913,"Morgan Keegan & Company, LLC",25,20180904,007564
579929533,45593499,"First Connecticut Bancorp, Inc.",25,20180904,186344
579950626,399462,"Skechers U.S.A., Inc.",25,20180904,121142
579952269,250178,Aflac Incorporated,25,20180904,001449
579952351,25933,"Altice USA, Inc.",25,20180904,012485
579965239,6569181,Philip Morris International Inc.,25,20180905,179621
579966996,253038643,Cronos Group Inc.,25,20180905,022460
580032932,427445,"Impinj, Inc.",25,20180905,027387
580074504,39421377,Desane Properties Pty. Ltd.,25,20180906,
580078511,25227117,Olympic Entertainment Group AS,25,20180905,279455
580078511,224613076,AS Trigon Asset Management,25,20180905,
580083557,874864,Safran SA,25,20180906,101305
580191856,4256821,"JM Eagle, Inc.",25,20180906,
580212449,879550,True Corporation Public Company Limited,25,20180906,203930
580215311,881651,Total Access Communication Public Company Limited,25,20180906,212386
580217155,91868,"Samsung Electronics Co., Ltd.",25,20180906,104604
580246238,215858840,"Qurate Retail Group, Inc.",25,20180907,174147
580253127,378060,"Rockwell Medical, Inc.",25,20180906,066366
580255194,427018,"Invensys Systems, Inc.",25,20180906,004873
580255194,100799731,Schneider Electric Holdings Inc.,25,20180906,
580255194,560395581,Tatsoft LLC,25,20180906,
580292861,5502983,"China Galaxy Securities Co., Ltd.",25,20180829,315394
580305062,242043229,IDB Interactive Sdn Bhd,25,20180906,
580314950,224014357,"TWi Pharmaceuticals, Inc.",25,20180907,313982
580327997,2339223,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",25,20180907,
580327997,4591450,Merrill Lynch Professional Clearing Corp.,25,20180907,
580344548,41133773,DBS Trustee Limited,25,20180906,
580378291,99186,"Motorola Solutions, Inc.",25,20180907,007585
580380949,4165039,"Navient Solutions, LLC",25,20180807,
580380949,33372246,Sallie Mae Bank,25,20180807,
580380949,260005529,Navient Corporation,25,20180807,010121
580381521,4481380,Utusan Melayu (Malaysia) Berhad,25,20180906,206965
580383676,40402665,Northcentral University,25,20180906,
580392551,37846198,Fanhua Inc.,25,20180907,178750
580394235,27444752,"Tesla, Inc.",25,20180907,184996
580394725,36170260,"Entia Biosciences, Inc.",25,20180907,178743
580399347,115102487,Pretium Resources Inc.,25,20180908,186130
580399351,225181400,Passages Malibu,25,20180908,
580400788,24972923,YFG Trolka Sdn Bhd,25,20180907,
580404071,310561181,"Correctional Medical Group Companies, Inc.",25,20180907,
580448320,25304,Scientific Games Corporation,25,20180807,010991
580448320,310240,"Bally Technologies, Inc.",25,20180807,012075
580448320,321346,"SG Gaming, Inc.",25,20180807,
580518466,3037532,Southern California Gas Company,25,20180808,009848
580559242,846508,"National Amusements, Inc.",25,20180909,
580559242,27763231,ViacomCBS Inc.,25,20180909,013714
580572575,139612043,"Qijiang Changhong Coal Industry Co., Ltd.",25,20180909,
580572575,403751486,Chongqing Blackgold Mining Company Limited,25,20180909,
580572575,408640219,"Chongqing Caotang Coal Mine Resources Development Co., Ltd",25,20180909,
580572575,408825530,Chongqing Baolong Mining Co Ltd,25,20180909,
580572575,408825604,"Chongqing Guoping Shang Mao Trading Co., Ltd",25,20180909,
580572575,408962136,Chongqing Heijin Industrial Co. Ltd,25,20180909,
580621856,308743381,"Sky Solar Japan Co.,Ltd.",25,20180910,
580630403,340196,ResMed Inc.,25,20180910,031887
580633804,345322,University of California,25,20180911,
580635261,30054660,Ditech Holding Corporation,25,20180910,182788
580635448,6021724,Orexo AB (publ),25,20180910,274484
580664289,115368184,NEXTDC Limited,25,20180910,296254
580704623,241447447,Tate’s Auto Group,25,20180803,
580746199,3168457,Neovasc Inc.,25,20180911,143770
580748212,3758827,Massachusetts Institute of Technology,25,20180911,
580756156,33405327,"OPKO Health, Inc.",25,20180911,061490
580756848,262075861,Pool Safe Inc.,25,20180911,
580759332,400346,"USA Technologies, Inc.",25,20180911,062213
580759554,30796,"Qurate Retail, Inc.",25,20180911,
580770578,3545150,"Petróleos de Venezuela, S.A.",25,20180425,061535
580786985,117254233,Trikomsel Pte. Ltd.,25,20180911,
